tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,"tBodyAcc-correlation()-X,Y","tBodyAcc-correlation()-X,Z","tBodyAcc-correlation()-Y,Z",tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,"tGravityAcc-correlation()-X,Y","tGravityAcc-correlation()-X,Z","tGravityAcc-correlation()-Y,Z",tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyAccMag-mean(),"angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)",Activity
0.22372438,-0.021565951,-0.10675309,-0.032234456,-0.13810673,0.59546176,0.96051182,-0.16017035,0.027102486,0.67788622,0.55449449,0.83382073,-0.10807405,-0.066709395,0.075423137,-0.007452411,-0.86031878,0.19366504,0.002817526,WALKING
0.25894125,0.000182665,-0.073804077,-0.002741209,-0.094300582,0.53259733,0.96548818,-0.15234966,0.028490065,-0.44571872,-0.030390376,-0.056092517,-0.092539214,-0.10828777,0.10306256,-0.054798656,-0.86814828,0.18805162,0.001886151,WALKING
0.34335917,-0.003426473,-0.10154465,0.040198733,-0.026451744,0.5185799,0.9654573,-0.1450329,0.028511108,-0.064959978,-0.1755485,0.11669563,-0.027673668,-0.12531555,0.12288572,-0.060402377,-0.87520399,0.18310541,0.001856723,WALKING
0.21738805,-0.005181128,-0.14168352,0.093853283,0.030791349,0.40138485,0.96632369,-0.13010816,0.029458385,0.73896343,0.22269972,0.2435764,-0.005312578,-0.074330274,0.1172471,-0.12432848,-0.88948889,0.17293847,0.001177759,WALKING
0.32439984,-0.018425196,-0.13142087,0.020951001,0.064214951,0.38307675,0.96784533,-0.11971111,0.027296468,0.17450635,0.017569224,-0.81126264,-0.032656102,-0.052122355,0.055707249,-0.12587611,-0.90004045,0.1658041,0.002687201,WALKING
0.3017675,-0.033845506,-0.089249558,0.006749752,-0.10635875,0.40330449,0.97005268,-0.12208035,0.026233297,-0.28394649,-0.066046666,-0.81854891,-0.074660542,-0.038237506,0.064759037,-0.11245866,-0.898119,0.16730726,0.003454723,WALKING
0.20503334,-0.004160615,-0.081335853,-0.02182014,-0.15038654,0.42957349,0.97290766,-0.12842815,0.033037561,0.49430179,0.009711943,-0.47809678,-0.066500502,-0.062206259,0.069558142,-0.1016242,-0.89084177,0.17145102,-0.001238471,WALKING
0.34233159,-0.032934593,-0.10780971,-0.051910197,-0.060903125,0.53754534,0.97388824,-0.13207837,0.032989516,-0.50946673,-0.54945518,0.9083402,0.004171775,-0.10359952,0.097338235,-0.060765367,-0.88745743,0.17386537,-0.001185035,WALKING
0.25320911,-0.045520017,-0.1412063,-0.0854417,-0.007467518,0.54630617,0.97695872,-0.13849663,0.024611068,-0.85365312,-0.88653006,0.8534652,0.026830861,-0.090996068,0.13484445,-0.054564189,-0.88309623,0.17803727,0.004670663,WALKING
0.23027579,-0.002983368,-0.13377497,-0.04819088,-0.039151196,0.51842615,0.97351696,-0.14250836,0.020804374,0.03682187,0.3967343,-0.28335131,0.012898293,-0.065507841,0.084514505,-0.049361029,-0.87943201,0.18093859,0.007287859,WALKING
0.38317515,-0.00210285,-0.10546768,0.008390696,-0.16918552,0.41044061,0.96601936,-0.14184841,0.019048997,-0.56872464,0.52701518,-0.007280187,-0.028053024,-0.002231839,0.013081417,-0.096833694,-0.87962974,0.18092978,0.008457723,WALKING
0.19897492,-0.127407,-0.14893085,0.044616188,-0.016714886,0.60903053,0.96909508,-0.10127029,0.050814109,0.9200534,0.66318523,0.83973255,-0.46493687,0.1132877,-0.11745993,0.088892885,-0.90949433,0.15316197,-0.013748787,WALKING
0.31998302,-0.023531253,-0.11566974,-0.063073895,-0.067723225,0.55527191,0.96871966,-0.16062832,0.032364238,-0.1380319,-0.74099375,0.73503546,-0.19423233,-0.068151961,0.095129229,0.11282555,-0.85984989,0.19341543,-0.000752335,WALKING
0.24111291,-0.040048157,-0.13561272,-0.1117077,-0.098813869,0.52020882,0.97714946,-0.16390309,0.022929833,0.86443916,-0.53868999,-0.44208239,-0.004230959,-0.10755458,0.13280666,0.061939825,-0.85887092,0.19506712,0.005874481,WALKING
0.23427527,0.017654419,-0.11214183,0.058920036,-0.071194758,0.49972576,0.97314475,-0.16515966,0.021295074,0.57369564,0.20982892,-0.12963513,0.038786974,-0.08040253,0.072695536,-0.017835809,-0.85743746,0.19618114,0.006975762,WALKING
0.37980952,-3.87E-05,-0.11390978,0.15992432,-0.13422521,0.34862657,0.96561512,-0.1621407,0.021833793,-0.41200108,0.5385217,0.25251826,-0.028316236,-0.051552785,0.016813268,-0.024441917,-0.8595606,0.19466164,0.006540691,WALKING
0.23142361,-0.017075694,-0.10135894,0.028777865,-0.14739936,0.31151345,0.9692021,-0.15113172,0.022063154,0.94368444,-0.181407,-0.002807762,-0.085020258,-0.075351944,0.046515277,-0.012997429,-0.87055147,0.1870079,0.006392548,WALKING
0.26242278,0.016056249,-0.079852282,0.050952306,-0.006612356,0.41686319,0.97833078,-0.1375618,0.020443187,0.68845385,-0.71535789,-0.62783641,-0.030473088,-0.080360956,0.12962346,-0.048674212,-0.88465823,0.17733759,0.007566376,WALKING
0.28428726,-0.021736532,-0.10593724,0.013880891,-0.13910951,0.35179972,0.97646337,-0.12408144,0.021121827,-0.89769325,-0.78880146,0.60800271,0.007856678,-0.10598226,0.12931521,-0.088352979,-0.89747024,0.16835282,0.007067713,WALKING
0.21209067,-0.023546212,-0.11864285,-0.039722106,-0.2200242,0.33056741,0.9649314,-0.12052237,0.026612016,-0.12111342,-0.86165581,0.055197229,-0.000979562,-0.07005521,0.084039738,-0.14961635,-0.89918388,0.16649708,0.003136945,WALKING
0.32660894,-0.007033308,-0.11144449,0.039158749,-0.09060288,0.40513238,0.9647437,-0.12536023,0.031283028,-0.71225209,0.44539335,-0.1013292,0.015658847,-0.06890639,0.065685512,-0.12376582,-0.89354507,0.16979106,-0.000124538,WALKING
0.29659686,-0.027084668,-0.11517254,-0.043499479,-0.15429859,0.35074903,0.96764243,-0.12627393,0.031185632,-0.65144383,0.15691611,-0.1352977,-0.047495765,-0.06999456,0.089910241,-0.083847308,-0.8929102,0.17026483,-1.92E-05,WALKING
0.25327712,-0.010775241,-0.1017071,-0.033591337,-0.20461047,0.38048639,0.97126348,-0.12693542,0.027814806,-0.91722812,-0.75749963,0.53113919,-0.059674818,-0.042372271,0.08875058,-0.1262358,-0.89323783,0.17053434,0.002372615,WALKING
0.3132042,0.012623258,-0.099553268,0.13534819,-0.17810157,0.32719452,0.98181718,-0.1282866,0.022280027,0.56091857,-0.76892857,-0.77328575,-0.12597347,-0.10779387,0.051423852,-0.1821276,-0.89364241,0.17091591,0.006310796,WALKING
0.36480627,0.036602585,-0.12485752,-0.33247024,0.002534614,0.37642128,0.94172475,-0.10441757,0.060892201,0.1286956,0.51813755,-0.75679241,-0.2525393,0.03873352,0.036853195,0.18406244,-0.89996649,0.1564072,-0.021507573,WALKING_DOWNSTAIRS
0.42499285,-0.018163947,-0.080290812,-0.26520981,0.010046838,0.37117586,0.95288126,-0.077859105,0.049131576,0.72359088,0.76295216,0.38150554,-0.29685673,-0.007353725,0.12155858,0.22203547,-0.92919497,0.137666,-0.012967243,WALKING_DOWNSTAIRS
0.11418016,-0.047294584,-0.10579642,-0.29536115,0.11676464,0.25504271,0.96564776,-0.081676008,0.047921288,-0.086930721,0.23343093,0.81646891,-0.47256169,0.024781993,0.040095334,0.18923937,-0.92739305,0.13991487,-0.011840789,WALKING_DOWNSTAIRS
0.074787876,-0.026592228,-0.10057134,-0.20414413,0.22061794,0.38571684,0.95083314,-0.10488763,0.040835978,0.78786128,0.097064365,0.59579809,-0.21100876,-0.088868815,0.045970809,0.14878625,-0.90916369,0.15640114,-0.007088568,WALKING_DOWNSTAIRS
0.44114567,-0.045429233,-0.1611223,-0.35678393,-0.12693385,0.49318841,0.93647781,-0.10725399,0.040144362,0.031868314,-0.89094181,0.15011186,-0.088030681,-0.10221863,0.038384619,0.32520295,-0.90624325,0.15865693,-0.006840932,WALKING_DOWNSTAIRS
0.31201819,-0.034053609,-0.15491623,-0.34577272,-0.033602827,0.30415752,0.94314469,-0.11827334,0.029933603,-0.40989535,-0.59846741,0.93270978,0.063874244,-0.049009519,0.026193324,0.50992453,-0.89909635,0.16600865,0.000550559,WALKING_DOWNSTAIRS
0.29437363,0.03145421,-0.045190189,-0.17767435,0.32244415,0.1963391,0.944454,-0.13236972,0.028142756,0.15605622,-0.14256087,0.91596055,0.4133063,-0.15381256,0.13190634,0.39071338,-0.88579899,0.17566947,0.001861009,WALKING_DOWNSTAIRS
0.49817741,0.031391993,-0.060885734,-0.21844181,0.074431905,0.4540657,0.95233242,-0.10572787,0.049609791,0.89095164,0.83041279,0.97266886,0.092646694,-0.098389357,0.13765354,0.2385617,-0.90499289,0.15689688,-0.013255031,WALKING_DOWNSTAIRS
0.25851824,-0.037158751,-0.047232193,-0.13575167,-0.00642588,0.47642616,0.96143412,-0.11205837,0.019504949,0.64803146,0.49319072,-0.18538083,-0.55029086,0.068263991,0.067015413,0.42761243,-0.90836799,0.16089387,0.008078954,WALKING_DOWNSTAIRS
0.39933054,0.007252622,-0.11446577,-0.13205514,0.18858005,0.1761157,0.960927,-0.12040764,0.045610047,0.37995023,0.7659157,0.61665789,-0.54163796,0.18860054,0.12776945,0.38707162,-0.89382909,0.16657534,-0.010226496,WALKING_DOWNSTAIRS
0.19741556,-0.024498293,-0.10699592,-0.26630219,0.12781119,0.17879981,0.96647686,-0.10707327,0.051413508,0.51240685,-0.32341403,-0.10026598,-0.59734671,0.14043588,-0.023979637,0.29218383,-0.90397912,0.15721813,-0.014209476,WALKING_DOWNSTAIRS
0.24597439,-0.031890885,-0.082636533,-0.30165557,0.052301679,0.37890062,0.95088689,-0.11222034,0.041928607,0.62902832,0.14776646,0.82892274,-0.34164129,-0.05969926,-0.003872868,0.25654909,-0.9019659,0.16144594,-0.007843491,WALKING_DOWNSTAIRS
0.25913966,-0.017753991,-0.15509826,-0.35255408,0.081640669,0.35571761,0.93823069,-0.11485166,0.048323675,-0.034844156,0.22250702,0.86607975,-0.008088609,-0.17309413,0.056781801,0.26571495,-0.89623694,0.16383526,-0.012620483,WALKING_DOWNSTAIRS
0.37989241,-0.014351783,-0.1429577,-0.29159679,0.13609461,0.34946242,0.9516079,-0.11927474,0.045149611,-0.82224279,-0.86394347,0.83235631,0.37819329,-0.23705135,0.12510837,0.31882557,-0.89433446,0.16625402,-0.01008609,WALKING_DOWNSTAIRS
0.27613474,0.001826544,-0.045414895,-0.2711575,0.078078452,0.25689758,0.96111387,-0.12046303,0.033601163,0.73472958,-0.51400288,-0.22231412,0.43328237,-0.23770953,0.14190921,0.29709137,-0.89741125,0.16663073,-0.001804026,WALKING_DOWNSTAIRS
0.30678646,0.099754984,-0.1017713,-0.32789814,-0.13465532,0.56077911,0.93550729,-0.16405193,0.024673267,0.73296518,-0.25441225,0.46049615,0.5473909,-0.40223868,-0.036138379,0.33518731,-0.85432098,0.19804224,0.004290618,WALKING_DOWNSTAIRS
0.41012126,0.013274691,-0.16898404,-0.19444404,0.071907597,0.35803629,0.95803483,-0.10514978,0.038230058,0.96148244,-0.83669182,-0.92535978,-0.0498308,-0.10116777,0.13370551,0.3288265,-0.91030153,0.1562855,-0.005130478,WALKING_DOWNSTAIRS
0.22975245,-0.05100915,-0.093439503,-0.30213604,0.14610079,0.37684568,0.97670821,-0.087745825,0.020867367,-0.53376731,-0.50961489,0.89632659,-0.46383837,0.034771711,0.080613797,0.31561494,-0.93262941,0.14373765,0.007214315,WALKING_DOWNSTAIRS
0.18817546,-0.033564779,-0.097791672,-0.33735207,-0.049116048,0.47479173,0.96021461,-0.11131068,0.009844908,0.61567946,0.002285586,0.73265723,-0.34337991,-0.045855253,0.05406762,0.26290604,-0.90991625,0.16044214,0.014858956,WALKING_DOWNSTAIRS
0.33578966,-0.039023082,-0.1273298,-0.35908139,-0.007838314,0.29339198,0.93057899,-0.12538207,0.011386582,-0.22106167,-0.85947839,0.16017012,-0.10191119,-0.13977764,0.056335449,0.24533427,-0.89369018,0.17160143,0.013696555,WALKING_DOWNSTAIRS
0.18530276,0.008776376,-0.091583004,-0.28701425,0.14867126,0.13655327,0.93158057,-0.13385277,0.020466757,-0.60598214,0.64764871,0.023563485,0.30765642,-0.15466489,0.06992815,0.16965948,-0.88446213,0.17743098,0.007208618,WALKING_DOWNSTAIRS
0.352242,0.027333299,-0.065568885,-0.22711606,0.14333463,0.37845934,0.94690965,-0.11773824,0.035185252,0.81158292,0.73298247,0.95779739,0.4331339,-0.13519158,0.14615124,0.19057908,-0.89856335,0.16544708,-0.00312554,WALKING_DOWNSTAIRS
-0.01321445,-0.15509928,-0.09292978,-0.32139415,-0.12855018,0.29899647,0.95709725,-0.25615715,-0.036020238,0.91848463,0.19518098,0.53662872,0.38757936,-0.12727854,-0.098549556,0.18598059,-0.7653628,0.25787291,0.046486859,WALKING_UPSTAIRS
0.12181363,0.012983925,-0.054894894,-0.32803854,0.07277765,0.36208169,0.9207441,-0.33342188,-0.028020502,0.92778466,-0.5971173,-0.45017376,0.31049224,-0.24242438,-0.001977922,0.18320963,-0.68756771,0.31276592,0.041079442,WALKING_UPSTAIRS
0.32838864,0.01025128,-0.09128255,-0.25666696,0.19900253,0.33172703,0.91768506,-0.32876677,-0.014498402,0.51090665,0.2693447,0.49108761,0.40893122,-0.37285051,-0.01067047,0.18617362,-0.69230309,0.31027811,0.031783191,WALKING_UPSTAIRS
0.39003935,-0.020547907,-0.10310971,-0.30237439,0.091109141,0.30679766,0.9257082,-0.31820337,-0.018143739,0.028558657,-0.70856964,0.33185307,0.21996632,-0.27159791,0.084472452,0.1351033,-0.70359115,0.30229086,0.03427418,WALKING_UPSTAIRS
0.3465765,-0.032093667,-0.072122611,-0.23475756,0.094855905,0.27872646,0.92508993,-0.32304236,-0.027122083,0.69098193,0.15376898,0.71797411,0.053726946,-0.20306936,0.11369082,0.084631645,-0.69819621,0.30545789,0.040462546,WALKING_UPSTAIRS
0.28286587,-0.025741225,-0.093497451,-0.14028531,0.11793223,0.29132377,0.91607423,-0.33328789,-0.026650419,0.61943069,-0.84097409,-0.62139286,-0.022193739,-0.14864385,-0.026167597,0.005275455,-0.6868293,0.31336918,0.040201877,WALKING_UPSTAIRS
0.19850034,0.012283343,-0.15776059,-0.2160839,0.009475431,0.30796016,0.91841169,-0.32816899,-0.02784128,0.92108106,-0.9199164,-0.8715312,-0.35384305,0.11297151,0.032015796,-0.032625599,-0.69197277,0.30971554,0.041026299,WALKING_UPSTAIRS
0.20543693,0.000827894,-0.13691463,-0.27246385,-0.11665807,0.29805873,0.93130003,-0.30495329,-0.036986414,0.89031572,-0.8500302,-0.62144713,-0.39038944,0.14677512,0.17238362,-0.033851268,-0.71513308,0.29282135,0.047302042,WALKING_UPSTAIRS
-0.029595164,-0.13771658,-0.12278182,-0.30454542,-0.069680217,0.30411702,0.95827895,-0.24309075,-0.022369557,0.91902597,0.81162557,0.96237545,-0.64517471,0.27697546,-0.081676094,0.15615798,-0.77969972,0.24923536,0.037136118,WALKING_UPSTAIRS
0.24278858,0.015806633,-0.05703924,-0.23428738,-0.03788244,0.25388573,0.92116298,-0.32150515,-0.03494033,0.56921223,-0.27499337,0.22499528,-0.28431883,-0.007863807,0.055859747,0.031452562,-0.69797156,0.30495994,0.04594662,WALKING_UPSTAIRS
0.38125396,-0.037975598,-0.075945932,-0.13965653,0.045750475,0.11166896,0.91295423,-0.3247663,-0.031139471,0.59247891,-0.2377101,-0.37590209,0.30631407,-0.34624331,-0.025412216,0.11584817,-0.69366387,0.30827051,0.043427464,WALKING_UPSTAIRS
0.38871914,-0.02434702,-0.11877202,-0.23648842,0.069178128,0.077652226,0.91016973,-0.33573839,-0.031055878,0.77367999,-0.50965285,-0.45929721,0.18699691,-0.22032703,-0.015199384,0.094313046,-0.68285135,0.31579022,0.043333491,WALKING_UPSTAIRS
0.31517148,-0.025933201,-0.094480045,-0.36109681,-0.10048284,0.18906243,0.91210327,-0.32533398,-0.037738553,0.83833688,-0.8691927,-0.8532464,0.01898613,-0.19810311,0.0973152,0.079970977,-0.69217787,0.30870875,0.04803007,WALKING_UPSTAIRS
0.20573977,-0.045829629,-0.11890817,-0.40855054,-0.13751413,0.27541847,0.91148095,-0.32048736,-0.035345307,0.8040854,-0.68777578,-0.43088608,0.040873292,-0.16790349,0.054159987,0.090549057,-0.69687086,0.3056632,0.046416361,WALKING_UPSTAIRS
0.20180862,0.008537039,-0.14568844,-0.48971472,-0.10057757,0.40068977,0.90714676,-0.33869182,-0.039362238,0.11170211,-0.40605537,0.65452575,-0.33402803,0.14503091,0.082395501,-0.024733723,-0.67849567,0.31807969,0.049137455,WALKING_UPSTAIRS
0.18357982,-0.12721314,-0.05341784,-0.19138046,0.028687332,0.22492136,0.96194881,-0.2419463,-0.036493072,0.92175793,0.064004303,0.41463802,-0.6749699,0.17112997,0.015843724,0.12747559,-0.77932065,0.24803722,0.046806427,WALKING_UPSTAIRS
0.39106963,-0.021201819,-0.089750728,-0.13644664,0.000193222,0.31005978,0.91984049,-0.30765461,-0.035864406,0.76297654,-0.80981527,-0.63411132,-0.11897156,-0.19752492,-0.089222599,0.13076934,-0.71051223,0.29612429,0.046722763,WALKING_UPSTAIRS
0.19899162,-0.002454701,-0.11728054,-0.24274862,-0.071443664,0.34684688,0.92157071,-0.30497928,-0.032995725,0.81873635,-0.041003291,0.32437992,0.28162538,-0.37797405,-0.10476889,0.17017512,-0.71372242,0.29416422,0.044715427,WALKING_UPSTAIRS
0.15810088,-0.040473867,-0.13475021,-0.26353335,-0.0666078,0.28138071,0.9355919,-0.29849139,-0.032704224,0.70166209,0.14055327,0.5835924,0.10694564,-0.20100995,0.05396177,0.13296853,-0.722527,0.2880906,0.044313024,WALKING_UPSTAIRS
0.28128691,-0.034802526,-0.089352481,-0.1682564,0.037402882,0.19873593,0.92600843,-0.31798254,-0.03170224,0.92819333,-0.32722842,-0.098827387,0.079228966,-0.21038967,0.11640762,0.071082196,-0.70261136,0.30202718,0.043647518,WALKING_UPSTAIRS
0.41800989,-0.016577127,-0.15392063,-0.28113841,-0.019650311,0.41867645,0.91410751,-0.33837976,-0.022323256,0.38908273,-0.62802813,0.12324893,-0.093586591,-0.007916804,0.1605137,0.077253737,-0.68204223,0.31696955,0.037198837,WALKING_UPSTAIRS
0.42892529,-0.037567685,-0.16947034,-0.28853934,-0.11088151,0.50872408,0.91418806,-0.33645547,-0.031806707,0.13165296,-0.53819118,-0.10732314,-0.39584205,0.30135948,0.12613168,0.045406374,-0.68297372,0.31565334,0.043781535,WALKING_UPSTAIRS
0.29299646,-0.036745778,-0.11178184,-0.028448991,-0.52038319,0.25388057,0.95471157,-0.16472984,0.12358043,0.017600026,-0.92190054,-0.38009298,0.018188281,0.16593266,0.17303794,-0.91459965,-0.81736481,0.19652346,-0.064531423,STANDING
0.27655151,-0.028511944,-0.11044871,0.27561232,-0.27788052,0.17749919,0.9583972,-0.17794634,0.12367963,-0.42234397,-0.83891201,0.20869243,0.004986041,-0.005033299,0.10707124,-0.96049193,-0.80759872,0.20514375,-0.06423758,STANDING
0.27181835,-0.032274327,-0.11399384,-0.001684548,-0.26570129,0.23374812,0.95899798,-0.18612919,0.12053627,0.9911458,0.66160221,0.75041148,-0.00157132,-0.080444464,0.073505333,-0.96802018,-0.80292718,0.21061129,-0.0619374,STANDING
0.27522864,-0.010966263,-0.089999235,0.17471044,-0.18207401,-0.11133922,0.95699507,-0.19340717,0.11976888,0.47284015,-0.65273803,0.33976312,-0.019091553,-0.090111102,0.062197948,-0.97567658,-0.7971983,0.21564061,-0.061422991,STANDING
0.27922246,-0.005794581,-0.092435811,-0.021121737,-0.23533254,-0.11570756,0.95620563,-0.19008772,0.12621332,0.32563706,-0.19061797,0.8648667,-0.033992283,-0.0970839,0.069004691,-0.97906374,-0.79636944,0.21340483,-0.065948772,STANDING
0.27689235,-0.018711343,-0.10972664,0.038588997,-0.27878871,0.26853043,0.95646359,-0.18402628,0.1323668,0.86995158,0.1407634,0.59704451,-0.037081714,-0.095079349,0.086737895,-0.98110383,-0.79773292,0.20925189,-0.070252529,STANDING
0.27811558,-0.019845135,-0.11044713,0.16671885,-0.26514808,0.33876482,0.95640331,-0.18456678,0.13207167,0.54134241,-0.11999393,0.76479056,-0.027675888,-0.081641319,0.089102219,-0.97522615,-0.79747599,0.20962195,-0.07004557,STANDING
0.27474494,-0.013983291,-0.09644459,0.074558537,-0.29972424,0.17925666,0.9563818,-0.18598752,0.13112225,-0.15948394,-0.56661393,0.88648757,-0.029921315,-0.071069346,0.088469686,-0.97867063,-0.79691045,0.21058625,-0.069373912,STANDING
0.27649115,-0.016938718,-0.11093219,-0.18187742,-0.565652,0.28888163,0.95576759,-0.18472128,0.13440109,-0.86001297,-0.8068102,0.96788039,-0.029045323,-0.080210394,0.085636292,-0.98267996,-0.79594126,0.20974329,-0.071684427,STANDING
0.28295276,-0.018973421,-0.11228912,0.015375942,-0.48963996,0.28154487,0.95560615,-0.18457418,0.13408529,-0.92590866,-0.86755255,0.85126031,-0.025395164,-0.076525548,0.08464741,-0.98665047,-0.79621199,0.20966146,-0.071478886,STANDING
0.27651584,-0.017765302,-0.099992007,-0.14995886,-0.24759556,0.049766268,0.95665138,-0.1852302,0.13363538,-0.92243412,0.77155324,-0.9299272,-0.026942258,-0.07328454,0.087337848,-0.99416291,-0.79611263,0.21002595,-0.071097433,STANDING
0.2743897,-0.016128408,-0.10930551,0.01235357,-0.41377592,-0.15352458,0.95639164,-0.18542778,0.13625522,-0.77313938,-0.90989708,0.53888172,-0.026786168,-0.073505481,0.086267009,-0.99626151,-0.79442509,0.21014286,-0.072911795,STANDING
0.27929258,-0.016721862,-0.11285117,-0.63639835,-0.58808878,0.61652732,0.95558845,-0.18491589,0.13607176,-0.5151843,-0.18609298,-0.68434449,-0.02747328,-0.075782478,0.085460803,-0.98327111,-0.79480711,0.20986479,-0.072841983,STANDING
0.36020516,0.038647108,-0.11352706,0.81697821,0.18013329,0.34005976,0.92004284,-0.27747411,0.13009828,0.99809859,0.67830983,0.70437601,-0.031768737,-0.10313217,-0.10616484,-0.83151284,-0.71583727,0.27505982,-0.069176919,STANDING
0.27572801,-0.035373836,-0.1541398,0.57812982,-0.55172332,-0.26454714,0.94645939,-0.2420359,0.13104646,0.87855684,-0.69353469,-0.26561942,-0.039068515,-0.045527858,-0.001802744,-0.92759983,-0.75020712,0.24871587,-0.069005512,STANDING
0.2647964,-0.038581499,-0.11179041,0.19952224,-0.35174116,-0.13948913,0.9465983,-0.25075922,0.11364676,0.99857355,0.51980358,0.55791246,-0.033933841,-0.050743824,0.068056748,-0.95674768,-0.75013692,0.25473562,-0.056905023,STANDING
0.27283928,-0.022210733,-0.096266042,0.045848136,-0.53329396,-0.13024575,0.94194696,-0.26443597,0.11391921,0.96472968,-0.95687524,-0.97001137,-0.0325177,-0.064708131,0.072959841,-0.97975764,-0.73739247,0.26422671,-0.057094522,STANDING
0.28111299,-0.012680941,-0.10698747,-0.085444292,-0.4177004,0.1078745,0.94089214,-0.26790847,0.11772085,0.53803677,0.55884296,0.92957262,-0.036504869,-0.065910104,0.079055743,-0.98871131,-0.732784,0.26655778,-0.059696969,STANDING
0.27692706,-0.003110355,-0.090486866,-0.072703097,-0.49798491,0.62421301,0.94177082,-0.26414375,0.11870658,0.67493609,-0.16388336,0.51355834,-0.034656563,-0.075844859,0.099799236,-0.94881903,-0.73581335,0.26397353,-0.060395993,STANDING
0.27107355,-0.031401713,-0.11586696,0.091186895,-0.27568157,0.72594375,0.94114463,-0.25919028,0.12234792,-0.13569326,-0.59253241,0.84780837,-0.03721354,-0.068890089,0.10533222,-0.89989392,-0.73852162,0.26072766,-0.063018786,STANDING
0.27333296,-0.043515414,-0.13850951,0.3206126,-0.10450218,0.59260725,0.93890802,-0.26847617,0.11990102,0.94691631,0.88473088,0.97870274,-0.034886474,-0.090237787,0.089919718,-0.92312304,-0.73110907,0.26711833,-0.061286153,STANDING
0.27467843,-0.023187805,-0.12403796,0.28409909,-0.29406588,0.29119811,0.93791233,-0.28127927,0.11087944,0.76100664,-0.42727653,0.22502984,-0.018366779,-0.096774961,0.097933498,-0.95159223,-0.72305124,0.27576811,-0.054909003,STANDING
0.27201411,-0.025913587,-0.11102975,0.20174481,-0.23568875,0.27381859,0.9371741,-0.28585382,0.10340032,0.98507227,0.44330768,0.58342486,-0.014764214,-0.056969032,0.080066873,-0.95882262,-0.72132342,0.27896695,-0.049728009,STANDING
0.27803411,-0.013923072,-0.093321584,0.35048109,-0.082496213,0.47504324,0.93521177,-0.29080662,0.10277565,0.84840619,-0.48869734,0.041194985,-0.017928492,-0.06109916,0.068828778,-0.97396173,-0.71675787,0.28244585,-0.049301967,STANDING
0.28424094,-0.011877427,-0.11971327,-0.046670933,-0.016821328,0.65708504,0.93525405,-0.28904571,0.10868645,0.90890702,0.54320797,0.84160714,-0.024732124,-0.096479005,0.088243494,-0.97495668,-0.71646023,0.28119338,-0.053390536,STANDING
0.27829309,-0.019793035,-0.12660535,0.004831053,-0.12460786,0.58580118,0.93703084,-0.28693581,0.10378838,-0.26948526,-0.66609256,0.8975159,-0.026487976,-0.07453841,0.07881369,-0.96663645,-0.72021822,0.27968316,-0.049982685,STANDING
0.27945229,-0.010997722,-0.09745924,0.32468686,0.015325979,0.65619044,0.93746988,-0.28787694,0.096744698,0.81979291,0.69891196,0.93832332,-0.029351165,-0.051993306,0.077525131,-0.96722454,-0.72159367,0.28035441,-0.04510931,STANDING
0.27962805,-0.011582145,-0.093983565,0.50434626,-0.18918483,0.39379357,0.93814454,-0.28363779,0.10209136,0.97511999,0.92881339,0.9869154,-0.038350966,-0.057724375,0.078937898,-0.9771338,-0.72387618,0.27742503,-0.048822758,STANDING
0.27670555,-0.014724508,-0.10968318,0.38858114,-0.11637665,0.58508899,0.93885843,-0.27863446,0.10880374,0.4339976,-0.24695015,0.643573,-0.039202432,-0.075945265,0.093496082,-0.97096829,-0.72624574,0.2739637,-0.053485335,STANDING
0.27345928,-0.016847602,-0.10072496,0.32217749,-0.23218537,0.37536999,0.93856888,-0.27745068,0.10876615,0.82620399,0.33442645,0.064240699,-0.051868026,-0.075585437,0.095902501,-0.96445757,-0.72724288,0.27322537,-0.053493507,STANDING
0.25187074,0.041622432,-0.17277115,0.55001184,-0.28108014,0.084135228,0.8940333,0.18798679,0.25276508,0.53701599,0.87133224,0.27643085,0.007096621,-0.18905145,0.28919435,-0.85577853,-0.68023082,-0.046300179,-0.15757349,SITTING
0.25224692,-0.00434026,-0.09831335,-0.29812682,0.67956359,-0.20051401,0.88667256,0.22064432,0.23511251,-0.87443619,0.69137885,-0.31842978,-0.002428848,-0.15761983,0.30528549,-0.96705565,-0.66927073,-0.069596887,-0.14511884,SITTING
0.27427863,-0.00993676,-0.096179322,0.41742128,-0.58254444,-0.49844377,0.87866297,0.22637713,0.23548233,-0.9203337,-0.92248069,0.99820323,-0.01300328,-0.12746467,0.20811797,-0.9774236,-0.66323611,-0.07432923,-0.14602725,SITTING
0.28195499,-0.014873965,-0.12099434,0.50043061,-0.61369112,-0.68573219,0.87777202,0.2306344,0.23939861,0.58738487,-0.97919312,-0.58095531,-0.025153649,-0.093513767,0.13406932,-0.97403081,-0.65760617,-0.077134632,-0.14865035,SITTING
0.27987048,-0.015453395,-0.12055047,0.17257943,-0.48336599,-0.5050476,0.87916911,0.23229406,0.23420652,0.9008347,-0.97217864,-0.95731332,-0.032873495,-0.068188068,0.09216455,-0.97975289,-0.6600235,-0.078281783,-0.14485746,SITTING
